epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,val_sensitivity,val_specificity,train_time,val_time
1,0.5704085419431401,0.7077294685990339,0.43290381605087586,0.8226120857699805,0.8036730206066531,0.652317880794702,0.932620320855615,2.277672290802002,3.328701972961426
2,0.2381316247049737,0.9251207729468599,0.3572674369254307,0.8544509421702404,0.8448415541769134,0.7715231788079471,0.9080213903743316,1.922027587890625,3.336721420288086
3,0.10767575367781275,0.9830917874396136,0.3139754436266275,0.8745938921377517,0.8673347563402193,0.8162251655629139,0.9122994652406418,1.8848016262054443,3.224407434463501
4,0.06568773932179103,0.9903381642512077,0.289974809351333,0.8843404808317089,0.8782207214416029,0.8410596026490066,0.9122994652406418,1.8904378414154053,4.8209333419799805
5,0.04750117456207529,0.9951690821256038,0.2939072910108064,0.8719948018193632,0.8662105862837863,0.8460264900662252,0.8887700534759359,2.7241716384887695,5.135111331939697
6,0.028977086407622855,0.9951690821256038,0.2804707674777996,0.889538661468486,0.883256762834929,0.8377483443708609,0.9229946524064171,2.7898783683776855,5.2693932056427
7,0.019829022860073525,1.0,0.2835373142328721,0.8817413905133203,0.874855687606112,0.8245033112582781,0.9187165775401069,2.7015902996063232,5.151212215423584
8,0.011726277016535185,1.0,0.28898330027984287,0.8830409356725146,0.8759888836761225,0.8211920529801324,0.9229946524064171,2.71771240234375,5.146353483200073
9,0.008035825396739487,1.0,0.28540763021716054,0.8869395711500975,0.8814560682792081,0.8559602649006622,0.906951871657754,2.7635061740875244,5.087109327316284
10,0.00833000987318259,1.0,0.28430731587784874,0.8843404808317089,0.8786595866819747,0.8509933774834437,0.9058823529411765,2.72824764251709,5.196376085281372
11,0.004844975135860524,1.0,0.28454161114395243,0.8856400259909032,0.880438582552042,0.8625827814569537,0.9005347593582887,2.7777976989746094,5.113579988479614
12,0.011848963218952579,0.9975845410628019,0.29228623116012514,0.8882391163092918,0.883976127944121,0.8874172185430463,0.8887700534759359,2.734647512435913,5.103086233139038
13,0.004638523857698636,1.0,0.28911189426068284,0.8914879792072774,0.8863245636654183,0.8642384105960265,0.9090909090909091,2.7845754623413086,5.073545694351196
14,0.005136030841987706,1.0,0.2967614245499939,0.8882391163092918,0.8821802449793477,0.8427152317880795,0.9176470588235294,2.8004586696624756,5.069918155670166
15,0.0037381748054716468,1.0,0.31045278601343557,0.8830409356725146,0.8761507757677204,0.8245033112582781,0.9208556149732621,2.7654261589050293,5.385969638824463
16,0.00473588901337974,1.0,0.31694733586266416,0.884990253411306,0.8786416569062785,0.8360927152317881,0.9165775401069519,2.676795244216919,5.16784143447876
17,0.006623616186195561,1.0,0.33028856917121646,0.884990253411306,0.880447448147285,0.8791390728476821,0.8887700534759359,2.6844756603240967,5.122516870498657
18,0.006325205826259034,1.0,0.3268581656539417,0.8836907082521117,0.879096571855164,0.8774834437086093,0.8877005347593583,2.701108455657959,5.114914178848267
19,0.003494247590565091,1.0,0.32151602229431436,0.8791423001949318,0.8737166704900386,0.8559602649006622,0.8941176470588236,2.7147023677825928,5.1953630447387695
20,0.0025844481129172273,1.0,0.32367963670154454,0.8823911630929174,0.8775502937511127,0.8708609271523179,0.8898395721925134,2.6982436180114746,5.01794695854187
21,0.00402061612871678,1.0,0.33233792746779667,0.8791423001949318,0.8739968307069285,0.8625827814569537,0.8898395721925134,2.700039863586426,5.182236433029175
