epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,val_sensitivity,val_specificity,train_time,val_time
1,0.5634032767058306,0.6960966542750929,0.5398227258162065,0.7246212121212121,0.6619099634990014,0.3745173745173745,0.9507481296758105,8.455518960952759,9.136531829833984
2,0.2981310451340941,0.8894052044609665,0.5225424661780849,0.7598484848484849,0.7194312186074954,0.48455598455598453,0.9376558603491272,5.976236581802368,6.1012122631073
3,0.18773726072010055,0.9386617100371747,0.48570585797230403,0.7757575757575758,0.7492747178281769,0.5743243243243243,0.905860349127182,6.581543684005737,6.395603656768799
4,0.08847667941595098,0.9879182156133829,0.5557052739190332,0.7795454545454545,0.7508458217443646,0.5608108108108109,0.9208229426433915,5.376183271408081,7.8982744216918945
5,0.04985449560069683,0.9897769516728625,0.662854588912292,0.7674242424242425,0.7256655440282973,0.4806949806949807,0.9526184538653366,6.621846437454224,6.686624765396118
6,0.03528400660115104,0.9925650557620818,0.669627429714257,0.7617424242424242,0.7233926411608528,0.49613899613899615,0.933291770573566,5.548926830291748,5.931062698364258
7,0.028681939031554863,0.9953531598513011,0.7682056826172453,0.7621212121212121,0.7186225211959765,0.4700772200772201,0.9507481296758105,5.600925922393799,6.015216588973999
8,0.025460942807610815,0.9953531598513011,0.7149027761410583,0.7731060606060606,0.7415094731311964,0.5395752895752896,0.9239401496259352,6.00255823135376,7.017003297805786
9,0.02917920212957274,0.9925650557620818,0.7192305145277218,0.7662878787878787,0.7356314694114112,0.5424710424710425,0.9108478802992519,6.1845293045043945,6.748270034790039
10,0.054192429013744166,0.9786245353159851,0.6378745730627667,0.7799242424242424,0.7692029554131541,0.7191119691119691,0.8192019950124688,6.837603569030762,6.833980321884155
11,0.051630300078471796,0.9842007434944238,0.6851017720320008,0.7715909090909091,0.7472677107638408,0.5878378378378378,0.8902743142144638,6.042614221572876,6.937028884887695
12,0.04964478499494964,0.9814126394052045,0.8600931599736213,0.7446969696969697,0.6945147389565127,0.43243243243243246,0.9463840399002493,7.109787940979004,8.527169942855835
13,0.05074297967730402,0.9869888475836431,0.7733654928252552,0.7837121212121212,0.7501968262217105,0.5318532818532818,0.9463840399002493,6.860952138900757,8.519257545471191
14,0.01787686525916743,0.9953531598513011,0.7212587547347401,0.7806818181818181,0.749072128630247,0.5424710424710425,0.9345386533665836,6.984791040420532,8.286559820175171
15,0.014296712386716143,0.9972118959107806,0.6827255530113524,0.803030303030303,0.7851292135992172,0.6554054054054054,0.8983790523690773,6.115953683853149,6.663008689880371
16,0.00825279658542579,0.9990706319702602,0.7844068109763391,0.7731060606060606,0.7427407506583346,0.5472972972972973,0.9189526184538653,5.482995510101318,5.884286642074585
17,0.01036393003309748,0.9981412639405205,0.80678134369805,0.7734848484848484,0.7404375627647464,0.5308880308880309,0.9301745635910225,5.2750563621521,5.839767694473267
18,0.014841861352947676,0.9972118959107806,0.7733544183951435,0.7867424242424242,0.7627838898226353,0.5974903474903475,0.9089775561097256,5.554484128952026,6.754046440124512
19,0.014205497748401972,0.9962825278810409,0.8086564624286963,0.7651515151515151,0.7344235036497297,0.5415057915057915,0.9096009975062345,6.139303684234619,7.8688788414001465
20,0.016737296775703535,0.9962825278810409,1.0843586477987242,0.7462121212121212,0.6980891954575464,0.4420849420849421,0.942643391521197,7.090250015258789,8.146557807922363
21,0.009069559285521065,0.9962825278810409,0.9176132776294694,0.7738636363636363,0.7384863074830104,0.5173745173745173,0.9395261845386533,6.87736177444458,8.189639568328857
22,0.008501648778255102,0.9981412639405205,0.9967356043105776,0.7606060606060606,0.7239515326871113,0.5048262548262549,0.9258104738154613,6.981881380081177,8.170079231262207
23,0.017910015938948965,0.9944237918215614,1.0627142695456067,0.7598484848484849,0.7136914129319192,0.45656370656370654,0.9557356608478803,7.057457685470581,8.225863933563232
