dataset,image_filename,x_norm,y_norm,class_bethesda,class_annotated,cluster_idx,binary_label,x_pixel,y_pixel,crop_path,crop_valid,slide_id,split
RIVA,HSIL_11_5.png,78.16793893129771,469.00763358778624,NILM,Sin lesion,40020.0,0,78,469,data\processed\riva_crops\HSIL_11_5_cluster_40020.png,True,HSIL_11,train
RIVA,LSIL_35_1.png,622.7379134860051,10.422391857506362,ASCUS,ASCUS,40031.0,1,623,10,data\processed\riva_crops\LSIL_35_1_cluster_40031.png,True,LSIL_35,train
RIVA,HSIL_22_10.png,193.6036446469248,195.93621867881552,INFL,INFL,40046.0,0,194,196,data\processed\riva_crops\HSIL_22_10_cluster_40046.png,True,HSIL_22,train
RIVA,HSIL_22_10.png,914.369020501139,594.8063781321184,HSIL,HSIL,40048.0,1,914,595,data\processed\riva_crops\HSIL_22_10_cluster_40048.png,True,HSIL_22,train
RIVA,HSIL_1_18.png,580.5020689655172,141.2413793103448,NILM,Sin lesion,40067.0,0,581,141,data\processed\riva_crops\HSIL_1_18_cluster_40067.png,True,HSIL_1,train
RIVA,HSIL_1_18.png,532.48,293.7820689655172,NILM,Sin lesion,40069.0,0,532,294,data\processed\riva_crops\HSIL_1_18_cluster_40069.png,True,HSIL_1,train
RIVA,HSIL_1_18.png,656.7724137931034,353.1034482758621,NILM,Sin lesion,40073.0,0,657,353,data\processed\riva_crops\HSIL_1_18_cluster_40073.png,True,HSIL_1,train
RIVA,HSIL_1_18.png,564.9655172413793,792.3641379310345,NILM,Sin lesion,40081.0,0,565,792,data\processed\riva_crops\HSIL_1_18_cluster_40081.png,True,HSIL_1,train
RIVA,HSIL_18_13.png,992.7328244274806,716.5394402035623,NILM,Sin lesion,40119.0,0,993,717,data\processed\riva_crops\HSIL_18_13_cluster_40119.png,True,HSIL_18,train
RIVA,HSIL_12_3.png,53.67172413793104,193.5006896551724,INFL,INFL,40127.0,0,54,194,data\processed\riva_crops\HSIL_12_3_cluster_40127.png,True,HSIL_12,train
RIVA,LSIL_24_1.png,85.98473282442748,818.1577608142494,INFL,INFL,40134.0,0,86,818,data\processed\riva_crops\LSIL_24_1_cluster_40134.png,True,LSIL_24,train
RIVA,LSIL_24_1.png,299.6437659033079,841.6081424936386,INFL,INFL,40135.0,0,300,842,data\processed\riva_crops\LSIL_24_1_cluster_40135.png,True,LSIL_24,train
RIVA,LSIL_9_1.png,58.19006419883231,60.77628927433598,LSIL,LSIL,40140.0,1,58,61,data\processed\riva_crops\LSIL_9_1_cluster_40140.png,True,LSIL_9,train
RIVA,LSIL_9_1.png,139.65615407719756,249.570719786103,ENDO,ENDO,40145.0,0,140,250,data\processed\riva_crops\LSIL_9_1_cluster_40145.png,True,LSIL_9,train
RIVA,LSIL_9_1.png,117.67324093541647,266.3811827768768,ENDO,ENDO,40146.0,0,118,266,data\processed\riva_crops\LSIL_9_1_cluster_40146.png,True,LSIL_9,train
RIVA,LSIL_9_1.png,704.746333074747,525.0036903272427,ENDO,ENDO,40158.0,0,705,525,data\processed\riva_crops\LSIL_9_1_cluster_40158.png,True,LSIL_9,train
RIVA,LSIL_9_1.png,155.1735045302195,815.8088814219556,INFL,INFL,40170.0,0,155,816,data\processed\riva_crops\LSIL_9_1_cluster_40170.png,True,LSIL_9,train
RIVA,LSIL_38_9.png,872.871724137931,694.9075862068966,LSIL,LSIL,40192.0,1,873,695,data\processed\riva_crops\LSIL_38_9_cluster_40192.png,True,LSIL_38,train
RIVA,LSIL_9_3.png,461.8700868946593,844.4604079815641,ASCH,ASCH,40226.0,1,462,844,data\processed\riva_crops\LSIL_9_3_cluster_40226.png,True,LSIL_9,train
RIVA,ASCUS_4_4.png,522.496583143508,566.8154897494305,INFL,INFL,40267.0,0,522,567,data\processed\riva_crops\ASCUS_4_4_cluster_40267.png,True,ASCUS_4,train
RIVA,LSIL_56_4.png,214.1090909090909,686.212987012987,INFL,INFL,40273.0,0,214,686,data\processed\riva_crops\LSIL_56_4_cluster_40273.png,True,LSIL_56,train
RIVA,HSIL_3_3.png,315.1792207792208,381.6727272727273,NILM,Sin lesion,40339.0,0,315,382,data\processed\riva_crops\HSIL_3_3_cluster_40339.png,True,HSIL_3,train
RIVA,LSIL_46_3.png,250.13740458015263,716.5394402035623,INFL,INFL,40348.0,0,250,717,data\processed\riva_crops\LSIL_46_3_cluster_40348.png,True,LSIL_46,train
RIVA,LSIL_9_2.png,363.9458047209036,471.4432885886927,ENDO,ENDO,40354.0,0,364,471,data\processed\riva_crops\LSIL_9_2_cluster_40354.png,True,LSIL_9,train
RIVA,LSIL_9_2.png,240.512335208229,98.7467756101397,ASCH,ASCH,40375.0,1,241,99,data\processed\riva_crops\LSIL_9_2_cluster_40375.png,True,LSIL_9,train
RIVA,LSIL_9_2.png,232.2834372407174,76.41119541260808,ASCH,ASCH,40380.0,1,232,76,data\processed\riva_crops\LSIL_9_2_cluster_40380.png,True,LSIL_9,train
RIVA,LSIL_9_2.png,268.72569966826893,78.76230911761141,ASCH,ASCH,40382.0,1,269,79,data\processed\riva_crops\LSIL_9_2_cluster_40382.png,True,LSIL_9,train
RIVA,LSIL_9_2.png,287.5346093082956,58.77784262508314,ASCH,ASCH,40384.0,1,288,59,data\processed\riva_crops\LSIL_9_2_cluster_40384.png,True,LSIL_9,train
RIVA,LSIL_9_2.png,944.0621340298871,605.4117790383564,NILM,Sin lesion,40392.0,0,944,605,data\processed\riva_crops\LSIL_9_2_cluster_40392.png,True,LSIL_9,train
RIVA,LSIL_9_2.png,707.7752066770526,941.7110203248836,INFL,INFL,40393.0,0,708,942,data\processed\riva_crops\LSIL_9_2_cluster_40393.png,True,LSIL_9,train
RIVA,LSIL_51_4.png,515.5310344827586,807.9006896551725,INFL,INFL,40400.0,0,516,808,data\processed\riva_crops\LSIL_51_4_cluster_40400.png,True,LSIL_51,train
RIVA,HSIL_17_8.png,883.2977099236641,487.2468193384224,CA,CA,40404.0,1,883,487,data\processed\riva_crops\HSIL_17_8_cluster_40404.png,True,HSIL_17,train
RIVA,HSIL_17_8.png,117.25190839694656,198.0254452926208,CA,CA,40407.0,1,117,198,data\processed\riva_crops\HSIL_17_8_cluster_40407.png,True,HSIL_17,train
RIVA,HSIL_17_8.png,726.9618320610688,393.44529262086513,CA,CA,40410.0,1,727,393,data\processed\riva_crops\HSIL_17_8_cluster_40410.png,True,HSIL_17,train
RIVA,HSIL_17_8.png,385.62849872773535,276.1933842239186,CA,CA,40419.0,1,386,276,data\processed\riva_crops\HSIL_17_8_cluster_40419.png,True,HSIL_17,train
RIVA,HSIL_17_8.png,661.821882951654,359.57251908396944,CA,CA,40422.0,1,662,360,data\processed\riva_crops\HSIL_17_8_cluster_40422.png,True,HSIL_17,train
RIVA,HSIL_17_8.png,440.3460559796438,289.22137404580155,CA,CA,40424.0,1,440,289,data\processed\riva_crops\HSIL_17_8_cluster_40424.png,True,HSIL_17,train
RIVA,LSIL_16_2.png,377.6831168831168,598.4415584415584,ENDO,ENDO,40436.0,0,378,598,data\processed\riva_crops\LSIL_16_2_cluster_40436.png,True,LSIL_16,train
RIVA,LSIL_16_2.png,751.3766233766233,856.4363636363636,LSIL,LSIL,40450.0,1,751,856,data\processed\riva_crops\LSIL_16_2_cluster_40450.png,True,LSIL_16,train
RIVA,LSIL_38_4.png,574.8524137931034,264.1213793103448,LSIL,LSIL,40457.0,1,575,264,data\processed\riva_crops\LSIL_38_4_cluster_40457.png,True,LSIL_38,train
RIVA,HSIL_LSIL_1_13.png,583.812987012987,244.69610389610384,NILM,Sin lesion,40463.0,0,584,245,data\processed\riva_crops\HSIL_LSIL_1_13_cluster_40463.png,True,HSIL_LSIL_1,train
RIVA,HSIL_4_3.png,817.7875862068965,661.0096551724138,NILM,Sin lesion,40545.0,0,818,661,data\processed\riva_crops\HSIL_4_3_cluster_40545.png,True,HSIL_4,train
RIVA,HSIL_4_3.png,800.8386206896553,877.1089655172414,NILM,Sin lesion,40546.0,0,801,877,data\processed\riva_crops\HSIL_4_3_cluster_40546.png,True,HSIL_4,train
RIVA,LSIL_33_9.png,561.2527964205816,192.4295302013423,NILM,Sin lesion,40554.0,0,561,192,data\processed\riva_crops\LSIL_33_9_cluster_40554.png,True,LSIL_33,train
RIVA,LSIL_33_9.png,707.8657718120805,125.99552572706936,INFL,INFL,40555.0,0,708,126,data\processed\riva_crops\LSIL_33_9_cluster_40555.png,True,LSIL_33,train
RIVA,LSIL_33_9.png,128.28635346756153,377.9865771812081,INFL,INFL,40571.0,0,128,378,data\processed\riva_crops\LSIL_33_9_cluster_40571.png,True,LSIL_33,train
RIVA,LSIL_33_9.png,210.7561521252796,176.3937360178971,INFL,INFL,40573.0,0,211,176,data\processed\riva_crops\LSIL_33_9_cluster_40573.png,True,LSIL_33,train
RIVA,LSIL_48_3.png,470.774025974026,125.0077922077922,INFL,INFL,40574.0,0,471,125,data\processed\riva_crops\LSIL_48_3_cluster_40574.png,True,LSIL_48,train
RIVA,HSIL_16_5.png,552.8332689475166,672.1145346663554,ASCH,ASCH,40586.0,1,553,672,data\processed\riva_crops\HSIL_16_5_cluster_40586.png,True,HSIL_16,train
RIVA,HSIL_16_8.png,471.5811170272762,721.5030975982662,HSIL,HSIL,40597.0,1,472,722,data\processed\riva_crops\HSIL_16_8_cluster_40597.png,True,HSIL_16,train
RIVA,LSIL_21_1.png,195.93621867881552,975.0159453302964,LSIL,LSIL,40604.0,1,196,975,data\processed\riva_crops\LSIL_21_1_cluster_40604.png,True,LSIL_21,train
RIVA,LSIL_21_1.png,221.5945330296128,95.6355353075171,INFL,INFL,40616.0,0,222,96,data\processed\riva_crops\LSIL_21_1_cluster_40616.png,True,LSIL_21,train
RIVA,HSIL_22_12.png,709.1025056947608,415.1981776765376,HSIL,HSIL,40630.0,1,709,415,data\processed\riva_crops\HSIL_22_12_cluster_40630.png,True,HSIL_22,train
RIVA,HSIL_22_12.png,765.0842824601368,555.1526195899772,HSIL,HSIL,40634.0,1,765,555,data\processed\riva_crops\HSIL_22_12_cluster_40634.png,True,HSIL_22,train
