epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,val_sensitivity,val_specificity,train_time,val_time
1,0.4993871100868539,0.7448609431680774,0.3824199239606591,0.8421052631578947,0.8340035003446638,0.7913907284768212,0.8748663101604278,7.907132625579834,6.345217704772949
2,0.20877117105954504,0.9371221281741233,0.2802405672618675,0.8914879792072774,0.8854259864791671,0.8427152317880795,0.9229946524064171,5.598547697067261,5.117791652679443
3,0.102770880747591,0.9721886336154776,0.2695677926239834,0.8973359324236517,0.8911457978934852,0.8394039735099338,0.9347593582887701,4.060686826705933,3.3638968467712402
4,0.05424659038829688,0.9903264812575574,0.25042546000706833,0.8960363872644574,0.8919013837184799,0.8923841059602649,0.8983957219251337,5.195953130722046,3.7586236000061035
5,0.03646640978897713,0.9939540507859734,0.2434146110406551,0.9122807017543859,0.9076675917757873,0.8774834437086093,0.9347593582887701,4.226144075393677,3.6285977363586426
6,0.02408256122511344,0.9975816203143894,0.2408249660396901,0.9096816114359974,0.9052174047891748,0.8824503311258278,0.9272727272727272,5.110239267349243,4.662670612335205
7,0.02191683971193566,0.9951632406287787,0.2540269404349581,0.9051332033788174,0.9014119484713398,0.9056291390728477,0.9048128342245989,5.055296897888184,4.746309280395508
8,0.011959604788323844,0.9987908101571947,0.2587594769561035,0.9051332033788174,0.8990084858509223,0.8394039735099338,0.9475935828877006,5.023885250091553,4.664448022842407
9,0.010970285281138055,1.0,0.25806676544602464,0.9044834307992202,0.8992738714375333,0.8625827814569537,0.9315508021390374,4.149300575256348,4.112473726272583
10,0.006738019571104678,1.0,0.2771241769117144,0.9012345679012346,0.8962603195101271,0.8692052980132451,0.9219251336898395,4.000370979309082,3.2703328132629395
11,0.0049923943882715744,0.9987908101571947,0.25722277986976216,0.9096816114359974,0.9053288139913729,0.8857615894039735,0.9251336898395722,3.8882596492767334,3.1818675994873047
12,0.005927660058651169,0.9987908101571947,0.2982507006297296,0.8960363872644574,0.8903318903318903,0.8509933774834437,0.9251336898395722,3.646535873413086,3.1508188247680664
13,0.005101761890478441,0.9987908101571947,0.278447885361583,0.898635477582846,0.894547927010531,0.8940397350993378,0.9016042780748663,4.0045201778411865,3.9964447021484375
