epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,val_sensitivity,val_specificity,train_time,val_time
1,0.15190838827948755,0.9470705725699068,0.6933185735322309,0.7776515151515152,0.7431970875519159,0.5241312741312741,0.9413965087281796,33.22013235092163,6.1926329135894775
2,0.061452716948605886,0.9795272969374168,0.7953879461038124,0.7840909090909091,0.7581914105886709,0.582046332046332,0.9145885286783042,29.89441418647766,6.081786632537842
3,0.031118097422413834,0.9885153129161118,0.9176052851630657,0.7833333333333333,0.7578783183343424,0.584942084942085,0.9114713216957606,29.951294422149658,6.189602851867676
4,0.022284996033597803,0.9928428761651131,0.9876763841193734,0.7840909090909091,0.7530484922960583,0.5472972972972973,0.9370324189526185,29.87062382698059,6.229477167129517
5,0.026696534962523555,0.9911784287616512,1.32221735668321,0.7696969696969697,0.7321879062764456,0.5038610038610039,0.9413965087281796,30.135358810424805,6.902310848236084
6,0.02468505921880882,0.9921770972037284,1.1956847469698086,0.7666666666666667,0.7239991609183463,0.47586872586872586,0.9544887780548629,29.91945767402649,6.0733888149261475
7,0.023699603296789065,0.9923435419440746,1.1740184865477865,0.768560606060606,0.7318335893292032,0.5077220077220077,0.9370324189526185,29.853973865509033,6.211665153503418
8,0.021262790361349874,0.9925099866844208,1.026222296440921,0.8045454545454546,0.7831069785215024,0.6245173745173745,0.9208229426433915,29.977705001831055,6.175533056259155
9,0.0081022802667324,0.9980026631158455,1.1229670578329012,0.8015151515151515,0.7804356369264798,0.6264478764478765,0.9145885286783042,29.865622997283936,6.000742673873901
10,0.01794497323907309,0.9936750998668442,1.4679959617615554,0.7666666666666667,0.725154489055462,0.48166023166023164,0.9507481296758105,29.844651460647583,6.171380281448364
11,0.016117099824624406,0.9940079893475366,1.6484416887786761,0.7852272727272728,0.7547239899332098,0.5511583011583011,0.9364089775561097,29.679784774780273,6.174575090408325
12,0.015591918398903934,0.9946737683089214,1.41040611297521,0.7840909090909091,0.7525909879195742,0.5444015444015444,0.9389027431421446,29.777700901031494,6.175085544586182
13,0.008711539142368734,0.997503328894807,1.3208177815776612,0.7821969696969697,0.7515658470794504,0.5492277992277992,0.9326683291770573,29.71186375617981,6.156412124633789
14,0.009590541167133867,0.997503328894807,1.214488285113321,0.7784090909090909,0.7525789447629772,0.5801158301158301,0.9064837905236908,29.752354860305786,6.175408601760864
15,0.004590500141432358,0.9988348868175766,1.1910761899110212,0.8075757575757576,0.787029155815283,0.6332046332046332,0.9201995012468828,30.015591621398926,6.165590524673462
16,0.015849077421528524,0.99517310252996,1.4021126959292538,0.7700757575757575,0.7533747299592728,0.6496138996138996,0.8478802992518704,30.582720279693604,6.220354080200195
17,0.02204644530396177,0.992676431424767,1.3505513023345106,0.7897727272727273,0.7644893612746378,0.5888030888030888,0.919576059850374,30.25192093849182,6.155149698257446
18,0.01206223645167532,0.99517310252996,1.5812561860136598,0.7715909090909091,0.7349997228344003,0.5096525096525096,0.9407730673316709,30.57790756225586,6.202194452285767
19,0.0072590234625393825,0.9970039946737683,1.5505416749751904,0.7761363636363636,0.7467717964702496,0.555019305019305,0.9189526184538653,30.08682608604431,6.158145427703857
20,0.01464492586825501,0.9940079893475366,1.5863208908156814,0.781439393939394,0.7502455685754859,0.5453667953667953,0.9339152119700748,30.373679876327515,6.187910556793213
21,0.008729255872073825,0.9973368841544608,1.3293113958161098,0.7886363636363637,0.7706135160386173,0.6476833976833977,0.8796758104738155,30.172292709350586,6.152521133422852
22,0.007931817456213438,0.997503328894807,1.8861012679637608,0.7674242424242425,0.729187160514948,0.49903474903474904,0.9407730673316709,30.534250497817993,6.175505876541138
23,0.002972949589769095,0.999167776298269,1.7772461720939827,0.7803030303030303,0.7491768637279473,0.5453667953667953,0.9320448877805486,30.266618251800537,6.20773458480835
